ens_gene,ext_gene,target_id,b,se_b,qval,genotype,sorter,code
WBGene00004005,pgp-11,DH11.3,0.757028778,0.159869343,8.35E-05,daf-16;daf-18,7,f
WBGene00004020,pho-1,EGAP2.3,0.721190325,0.191409184,0.003495929,daf-16;daf-18,7,f
WBGene00004040,pld-1,C04G6.3,-0.494786016,0.125877328,0.002030804,daf-16;daf-18,7,f
WBGene00004042,plk-1,C14B9.4,0.999240092,0.155116064,1.35E-08,daf-16;daf-18,7,f
WBGene00004043,plk-2,Y71F9B.7,1.53165787,0.312036045,3.88E-05,daf-16;daf-18,7,f
WBGene00004053,tank-1,ZK1005.1,-0.683654771,0.192192177,0.00699158,daf-16;daf-18,7,f
WBGene00004059,pmp-2,C44B7.9,-0.591198093,0.152414223,0.002415656,daf-16;daf-18,7,f
WBGene00004062,pmp-5,T10H9.5,-1.799289522,0.218890874,5.24E-14,daf-16;daf-18,7,f
WBGene00004068,pnk-1,C10G11.5,-1.080127622,0.21366876,2.03E-05,daf-16;daf-18,7,f
WBGene00004076,pod-2,W09B6.1,-0.828421048,0.249771246,0.014090733,daf-16;daf-18,7,f
WBGene00004085,pph-4.1,Y75B8A.30,0.390484872,0.147704046,0.074433112,daf-16;daf-18,7,f
WBGene00004092,ppt-1,F44C4.5,1.911518235,0.389552934,3.90E-05,daf-16;daf-18,7,f
WBGene00004094,ppw-2,Y110A7A.18,1.320299782,0.23766507,1.84E-06,daf-16;daf-18,7,f
WBGene00004108,pqn-18,C34E7.1,1.555976964,0.136765908,1.12E-26,daf-16;daf-18,7,f
WBGene00004130,ketn-1,F54E2.3,-0.531632034,0.195048662,0.062128498,daf-16;daf-18,7,f
WBGene00004134,myrf-1,F59B10.1,0.682257493,0.184694738,0.004463153,daf-16;daf-18,7,f
WBGene00004145,pqn-62,T03G11.1,-0.680311269,0.181803231,0.003785757,daf-16;daf-18,7,f
WBGene00004157,pqn-75,W03D2.1,-0.68615121,0.200419027,0.010342131,daf-16;daf-18,7,f
WBGene00004168,pqn-88,Y71G12B.21,-0.544801324,0.204692267,0.071552557,daf-16;daf-18,7,f
WBGene00004169,pqn-89,Y73B6BR.1,-0.580886372,0.168561597,0.009679321,daf-16;daf-18,7,f
WBGene00004172,pqn-92,Y75B8A.27,0.992527505,0.176606425,1.37E-06,daf-16;daf-18,7,f
WBGene00004178,prg-1,D2030.6,0.634408569,0.197555916,0.019035348,daf-16;daf-18,7,f
WBGene00004180,pri-1,F58A4.4,0.634867247,0.253710182,0.09838882,daf-16;daf-18,7,f
WBGene00004181,pri-2,W02D9.1,0.925393359,0.250013561,0.004347153,daf-16;daf-18,7,f
WBGene00004182,prk-1,C06E8.3,-0.44229023,0.120460265,0.004797495,daf-16;daf-18,7,f
WBGene00004189,pars-1,T20H4.3,0.462129448,0.13583628,0.010992963,daf-16;daf-18,7,f
WBGene00004224,ptr-10,F55F8.1,2.98086234,0.766303063,0.002326954,daf-16;daf-18,7,f
WBGene00004225,ptr-11,F56C11.2,-0.838939801,0.173757287,5.49E-05,daf-16;daf-18,7,f
WBGene00004227,ptr-13,K07C10.1,-1.041258168,0.215646332,5.49E-05,daf-16;daf-18,7,f
WBGene00004229,ptr-15,T07H8.6,1.315684249,0.463702315,0.047997461,daf-16;daf-18,7,f
WBGene00004244,puf-8,C30G12.7,0.672850472,0.266079674,0.093653463,daf-16;daf-18,7,f
WBGene00004258,pyc-1,D2023.2,-0.591790235,0.212422209,0.054378635,daf-16;daf-18,7,f
WBGene00004270,rab-6.2,T25G12.4,0.564451602,0.19245947,0.038661463,daf-16;daf-18,7,f
WBGene00004297,rad-51,Y43C5A.6,0.742752714,0.246445524,0.031472392,daf-16;daf-18,7,f
WBGene00004302,ran-1,K01G5.4,0.543074154,0.134552921,0.001395585,daf-16;daf-18,7,f
WBGene00004313,rbc-1,F54E4.1,-0.445169017,0.152505043,0.039873047,daf-16;daf-18,7,f
WBGene00004318,rbg-2,T22C1.10,-0.335008149,0.11966396,0.05268105,daf-16;daf-18,7,f
WBGene00004320,rbx-1,ZK287.5,0.428938127,0.145284901,0.036615831,daf-16;daf-18,7,f
WBGene00004333,rec-8,W02A2.6,0.731514096,0.26570314,0.058389972,daf-16;daf-18,7,f
WBGene00004339,rfc-3,C39E9.13,0.80187087,0.203157343,0.001919411,daf-16;daf-18,7,f
WBGene00004340,rfc-4,F31E3.3,0.845093684,0.21413697,0.001920464,daf-16;daf-18,7,f
WBGene00004382,rnh-1.0,F59A6.6,-0.520395426,0.194005481,0.06842717,daf-16;daf-18,7,f
WBGene00004391,rnr-1,T23G5.1,0.798294931,0.178407392,2.47E-04,daf-16;daf-18,7,f
WBGene00004394,rol-1,Y57A10A.11,-2.505051397,0.717723015,0.008462603,daf-16;daf-18,7,f
WBGene00004397,rol-6,T01B7.7,6.356681691,1.75152765,0.005544944,daf-16;daf-18,7,f
WBGene00004398,rol-8,ZK1290.3,4.891358195,1.904583668,0.086491609,daf-16;daf-18,7,f
WBGene00004403,rom-4,Y116A8C.16,-0.349393078,0.138592443,0.095157211,daf-16;daf-18,7,f
WBGene00004412,rpl-1,Y71F9AL.13,0.319593351,0.122691086,0.080159952,daf-16;daf-18,7,f
WBGene00004419,rpl-7A,Y24D9A.4,0.388406028,0.147008854,0.074665152,daf-16;daf-18,7,f
WBGene00004422,rpl-11.1,T22F3.4,1.315975089,0.131752757,1.13E-20,daf-16;daf-18,7,f
WBGene00004424,rpl-12,JC8.3,0.309930432,0.115075614,0.067031143,daf-16;daf-18,7,f
WBGene00004425,rpl-13,C32E8.2,0.352106154,0.1281631,0.059076061,daf-16;daf-18,7,f
WBGene00004426,rpl-14,C04F12.4,0.329413836,0.115798742,0.047143158,daf-16;daf-18,7,f
WBGene00004427,rpl-15,K11H12.2,0.303379505,0.113274553,0.068884436,daf-16;daf-18,7,f
WBGene00004432,rpl-20,E04A4.8,0.383192166,0.131959316,0.041305662,daf-16;daf-18,7,f
WBGene00004433,rpl-21,C14B9.7,0.43442265,0.15755064,0.057907814,daf-16;daf-18,7,f
WBGene00004435,rpl-23,B0336.10,0.384850209,0.126116761,0.028902467,daf-16;daf-18,7,f
WBGene00004439,rpl-25.2,F52B5.6,0.454276392,0.136805524,0.013926135,daf-16;daf-18,7,f
WBGene00004440,rpl-26,F28C6.7,0.436504486,0.157528604,0.056188417,daf-16;daf-18,7,f
WBGene00004441,rpl-27,C53H9.1,0.301243024,0.112133769,0.067771595,daf-16;daf-18,7,f
WBGene00004442,rpl-28,R11D1.8,0.321170893,0.116536038,0.058010331,daf-16;daf-18,7,f
WBGene00004443,rpl-29,B0513.3,0.596154412,0.123821192,5.82E-05,daf-16;daf-18,7,f
WBGene00004444,rpl-30,Y106G6H.3,0.482368045,0.129797352,0.004138736,daf-16;daf-18,7,f
WBGene00004445,rpl-31,W09C5.6,0.548322341,0.129337016,6.49E-04,daf-16;daf-18,7,f
WBGene00004446,rpl-32,T24B8.1,0.398669156,0.108562157,0.004792904,daf-16;daf-18,7,f
WBGene00004447,rpl-33,F10E7.7,0.465292464,0.109956143,6.67E-04,daf-16;daf-18,7,f
WBGene00004448,rpl-34,C42C1.14,0.477650806,0.151437457,0.022223602,daf-16;daf-18,7,f
WBGene00004449,rpl-35,ZK652.4,0.394620565,0.113666127,0.008970496,daf-16;daf-18,7,f
WBGene00004450,rpl-36,F37C12.4,0.448334555,0.12519767,0.006440986,daf-16;daf-18,7,f
WBGene00004451,rpl-37,C54C6.1,0.400904965,0.110607683,0.005638141,daf-16;daf-18,7,f
WBGene00004452,rpl-38,C06B8.8,0.565017379,0.149947239,0.003495929,daf-16;daf-18,7,f
WBGene00004453,rpl-39,C26F1.9,0.520272966,0.178280536,0.039939212,daf-16;daf-18,7,f
WBGene00004454,rpl-36.A,C09H10.2,0.39840603,0.110163044,0.005769713,daf-16;daf-18,7,f
WBGene00004456,rpl-43,Y48B6A.2,0.458452662,0.157437908,0.040653002,daf-16;daf-18,7,f
WBGene00004463,rpn-7,F49C12.8,0.417860279,0.149195883,0.052602176,daf-16;daf-18,7,f
WBGene00004479,rps-10,D1007.6,0.335999269,0.113353828,0.035558614,daf-16;daf-18,7,f
WBGene00004482,rps-13,C16A3.9,0.351415751,0.127793082,0.058815257,daf-16;daf-18,7,f
WBGene00004483,rps-14,F37C12.9,0.350144136,0.112523365,0.024773421,daf-16;daf-18,7,f
WBGene00004485,rps-16,T01C3.6,0.311732326,0.109599743,0.047172211,daf-16;daf-18,7,f
WBGene00004488,rps-19,T05F1.3,0.294695675,0.118043295,0.099631084,daf-16;daf-18,7,f
WBGene00004490,rps-21,F37C12.11,0.471622859,0.118713485,0.001764821,daf-16;daf-18,7,f
WBGene00004491,rps-22,F53A3.3,0.400266129,0.132840545,0.031521494,daf-16;daf-18,7,f
WBGene00004492,rps-23,F28D1.7,0.27946231,0.107922607,0.083031271,daf-16;daf-18,7,f
WBGene00004494,rps-25,K02B2.5,0.40607194,0.116135841,0.008297073,daf-16;daf-18,7,f
WBGene00004495,rps-26,F39B2.6,0.351126292,0.108266809,0.017393327,daf-16;daf-18,7,f
WBGene00004496,rps-27,F56E10.4,0.389706511,0.119523291,0.016581437,daf-16;daf-18,7,f
WBGene00004497,rps-28,Y41D4B.5,0.600438442,0.151739707,0.00185198,daf-16;daf-18,7,f
WBGene00004498,rps-29,B0412.4,0.814977648,0.180959845,2.17E-04,daf-16;daf-18,7,f
WBGene00004499,rps-30,C26F1.4,0.301651235,0.112661025,0.068892366,daf-16;daf-18,7,f
WBGene00004728,sax-2,F21H11.2,-0.421167401,0.130575337,0.018262364,daf-16;daf-18,7,f
WBGene00004735,sbp-1,Y47D3B.7,-0.437105656,0.169076493,0.083752765,daf-16;daf-18,7,f
WBGene00004737,scc-1,F10G7.4,0.646754377,0.21203596,0.028987145,daf-16;daf-18,7,f
WBGene00004748,sdf-9,Y44A6D.4,-1.596864707,0.341367056,1.07E-04,daf-16;daf-18,7,f
WBGene00004758,sek-1,R03G5.2,-0.346101702,0.119391769,0.041839082,daf-16;daf-18,7,f
WBGene00004786,sex-1,F44A6.2,0.595733063,0.179125963,0.01374384,daf-16;daf-18,7,f
WBGene00004808,skr-2,F46A9.4,0.707579255,0.226970084,0.024398931,daf-16;daf-18,7,f
WBGene00004810,skr-4,Y60A3A.18,-0.94930747,0.337463436,0.051029939,daf-16;daf-18,7,f
WBGene00004875,smd-1,F47G4.7,-0.380990925,0.150459359,0.093028972,daf-16;daf-18,7,f
WBGene00004878,smf-3,Y69A2AR.4,-0.860199457,0.210078684,0.001121819,daf-16;daf-18,7,f
WBGene00004879,smg-1,C48B6.6,-0.410874158,0.117537718,0.008313294,daf-16;daf-18,7,f
WBGene00004888,smo-1,K12C11.2,0.895588191,0.160692759,1.70E-06,daf-16;daf-18,7,f
WBGene00004914,snr-1,Y116A8C.42,0.474294092,0.151946557,0.024177761,daf-16;daf-18,7,f
WBGene00004915,snr-2,W08E3.1,0.767671474,0.159006481,5.49E-05,daf-16;daf-18,7,f
WBGene00004916,snr-3,T28D9.10,0.610429337,0.180084858,0.011361337,daf-16;daf-18,7,f
WBGene00004917,snr-4,C52E4.3,0.442260647,0.159525051,0.056123421,daf-16;daf-18,7,f
WBGene00004919,snr-6,Y49E10.15,0.664885714,0.188774927,0.007763342,daf-16;daf-18,7,f
WBGene00004930,sod-1,C15F1.7,-0.733187731,0.174263933,7.27E-04,daf-16;daf-18,7,f
WBGene00004932,sod-3,C08A9.1,-3.315163595,0.596580405,1.83E-06,daf-16;daf-18,7,f
WBGene00004952,spd-1,Y34D9A.4,0.645555435,0.222265702,0.041295279,daf-16;daf-18,7,f
WBGene00004955,spd-5,F56A3.4,0.513581181,0.177281039,0.041961423,daf-16;daf-18,7,f
WBGene00004986,spp-1,T07C4.4,-0.481124633,0.181276133,0.072795882,daf-16;daf-18,7,f
WBGene00004987,spp-2,T08A9.12,-1.383056247,0.201192057,9.37E-10,daf-16;daf-18,7,f
WBGene00005016,sqt-1,B0491.2,4.615912977,1.587598891,0.041054414,daf-16;daf-18,7,f
WBGene00005017,sqt-2,C01B12.1,4.748216779,1.662832605,0.046010263,daf-16;daf-18,7,f
WBGene00005078,src-2,F49B2.5,0.526510864,0.208717363,0.094886559,daf-16;daf-18,7,f
WBGene00005257,srh-34,M02H5.10,-1.657448705,0.587289864,0.049850722,daf-16;daf-18,7,f
WBGene00005258,srh-35,M02H5.11,-1.239559654,0.436542826,0.047745786,daf-16;daf-18,7,f
WBGene00005552,sri-40,Y27F2A.3,1.726120287,0.395026551,3.79E-04,daf-16;daf-18,7,f
WBGene00005703,sru-40,R07B5.3,-1.408666113,0.271362182,1.07E-05,daf-16;daf-18,7,f
WBGene00005818,srw-71,F18E3.6,-0.837090445,0.315941271,0.073499348,daf-16;daf-18,7,f
WBGene00005832,srw-85,C25F9.1,-5.00974989,0.167930953,2.16E-191,daf-16;daf-18,7,f
WBGene00005893,srx-2,R03H4.2,1.071435239,0.341556258,0.023248505,daf-16;daf-18,7,f
WBGene00005999,srx-108,F40H7.2,1.382900349,0.550446813,0.096715184,daf-16;daf-18,7,f
WBGene00006058,sst-20,F54C1.9,-2.399811493,0.528260238,1.88E-04,daf-16;daf-18,7,f
WBGene00006198,str-151,T03E6.1,1.294836221,0.480878633,0.067094306,daf-16;daf-18,7,f
WBGene00006220,str-176,T01B11.5,-0.541837036,0.158337791,0.010371609,daf-16;daf-18,7,f
WBGene00006366,sym-1,C44H4.3,3.630878795,0.986975395,0.004704396,daf-16;daf-18,7,f
WBGene00006379,sys-1,T23D8.9,1.051011991,0.223789088,9.90E-05,daf-16;daf-18,7,f
WBGene00006418,spl-2,B0222.4,0.860356258,0.234685534,0.004884911,daf-16;daf-18,7,f
WBGene00006431,tag-52,C02F12.4,0.704478098,0.14360996,3.92E-05,daf-16;daf-18,7,f
WBGene00006452,heh-1,R148.6,0.72005192,0.167371565,5.02E-04,daf-16;daf-18,7,f
WBGene00006454,aex-4,T14G12.2,0.780210064,0.300389372,0.081641241,daf-16;daf-18,7,f
WBGene00006529,tba-2,C47B2.3,0.465402673,0.159956078,0.040877317,daf-16;daf-18,7,f
WBGene00006533,tba-7,T28D6.2,-0.544826997,0.163791799,0.013731015,daf-16;daf-18,7,f
WBGene00006536,tbb-1,K01G5.7,0.443588377,0.159316677,0.054562683,daf-16;daf-18,7,f
WBGene00006537,tbb-2,C36E8.5,0.525057627,0.173038168,0.029999793,daf-16;daf-18,7,f
WBGene00006561,tcl-2,Y38C1AA.4,0.409171228,0.157052872,0.080103896,daf-16;daf-18,7,f
WBGene00006565,tfg-1,Y63D3A.5,0.659033085,0.227912779,0.042523492,daf-16;daf-18,7,f
WBGene00006567,tgt-2,Y39B6A.35,0.44004551,0.167185939,0.076321014,daf-16;daf-18,7,f
WBGene00006578,tli-1,F25H2.1,-0.523828747,0.166000771,0.022167084,daf-16;daf-18,7,f
WBGene00006594,tom-1,M01A10.2,-0.34307298,0.130161658,0.075830633,daf-16;daf-18,7,f
WBGene00006601,tpi-1,Y17G7B.7,-0.580755232,0.137576221,6.89E-04,daf-16;daf-18,7,f
WBGene00006602,tps-1,ZK54.2,-1.090445035,0.20570797,6.32E-06,daf-16;daf-18,7,f
WBGene00006603,tps-2,F19H8.1,-0.632058305,0.148565571,6.10E-04,daf-16;daf-18,7,f
WBGene00006608,tre-2,T05A12.2,-0.549011619,0.173807519,0.022002368,daf-16;daf-18,7,f
WBGene00006611,tre-5,C23H3.7,1.671049858,0.234492444,1.84E-10,daf-16;daf-18,7,f
WBGene00006617,tars-1,C47D12.6,0.404824763,0.142940207,0.048681363,daf-16;daf-18,7,f
WBGene00006622,try-4,F31D4.6,-0.974539995,0.339734448,0.044661662,daf-16;daf-18,7,f
WBGene00006626,tsn-1,F10G7.2,0.575444183,0.174207223,0.014599349,daf-16;daf-18,7,f
WBGene00006630,tsp-4,F53B2.2,1.887136585,0.676810042,0.054090301,daf-16;daf-18,7,f
WBGene00006657,twk-2,T12C9.3,-0.387346855,0.149816031,0.08374697,daf-16;daf-18,7,f
WBGene00006683,twk-31,Y47D3B.5,-0.40114578,0.144952767,0.056477724,daf-16;daf-18,7,f
WBGene00006685,twk-33,W06D12.5,-0.527983654,0.208983057,0.094029195,daf-16;daf-18,7,f
WBGene00006686,twk-34,K06B4.12,-0.532843321,0.174907627,0.029244155,daf-16;daf-18,7,f
WBGene00006701,ubc-1,C35B1.1,-0.44278955,0.133317031,0.013919764,daf-16;daf-18,7,f
WBGene00006702,ubc-3,Y71G12B.15,0.444084056,0.114565296,0.002434216,daf-16;daf-18,7,f
WBGene00006725,ubl-1,H06I04.4,0.359754075,0.12959371,0.055662118,daf-16;daf-18,7,f
WBGene00006739,ulp-4,C41C4.6,0.404595011,0.156390931,0.083460787,daf-16;daf-18,7,f
WBGene00006742,unc-2,T02C5.5,-0.399367554,0.124999762,0.019810525,daf-16;daf-18,7,f
WBGene00006752,unc-13,ZK524.2,-0.375146107,0.141718604,0.073928138,daf-16;daf-18,7,f
WBGene00006759,unc-22,ZK617.1,-0.784124239,0.15379092,1.66E-05,daf-16;daf-18,7,f
WBGene00006762,unc-25,Y37D8A.23,-0.40197802,0.140541455,0.045568933,daf-16;daf-18,7,f
WBGene00006767,unc-31,ZK897.1,-0.585717357,0.135417675,4.58E-04,daf-16;daf-18,7,f
WBGene00006772,unc-36,C50C3.9,-0.394587893,0.133500775,0.036313499,daf-16;daf-18,7,f
WBGene00006777,unc-41,C27H6.1,-0.37119347,0.139223362,0.070895119,daf-16;daf-18,7,f
WBGene00006780,unc-44,B0350.2,-0.566634142,0.143918468,0.001985468,daf-16;daf-18,7,f
WBGene00006793,unc-59,W09C5.2,0.542183779,0.206643456,0.077340513,daf-16;daf-18,7,f
WBGene00006811,unc-79,E03A3.6,-0.422130714,0.146330838,0.043191793,daf-16;daf-18,7,f
WBGene00006812,unc-80,F25C8.3,-0.458458859,0.142806645,0.019066859,daf-16;daf-18,7,f
WBGene00006816,unc-84,F54B11.3,-0.414179347,0.142787395,0.041696662,daf-16;daf-18,7,f
WBGene00006817,unc-85,F10G7.3,0.770476413,0.162968277,8.62E-05,daf-16;daf-18,7,f
WBGene00006820,unc-89,C09D1.1,-0.521156645,0.175555329,0.035218792,daf-16;daf-18,7,f
WBGene00006831,unc-104,C52E12.2,-0.399743717,0.126308769,0.02162067,daf-16;daf-18,7,f
WBGene00006861,cal-5,C24H10.5,-0.420765954,0.156737761,0.068077513,daf-16;daf-18,7,f
WBGene00006886,vap-1,F11C7.3,0.554681176,0.193371497,0.044661662,daf-16;daf-18,7,f
WBGene00006890,vem-1,K07E3.8,-0.434503703,0.173264964,0.097488147,daf-16;daf-18,7,f
WBGene00006893,spon-1,F10E7.4,0.516921317,0.166707831,0.025417409,daf-16;daf-18,7,f
WBGene00006896,ver-3,F59F3.1,-0.502666363,0.156809021,0.019293636,daf-16;daf-18,7,f
WBGene00006897,ver-4,F59F3.5,-0.939338084,0.29193173,0.018717636,daf-16;daf-18,7,f
WBGene00006914,vha-5,F35H10.4,-0.404992924,0.132414681,0.028437586,daf-16;daf-18,7,f
WBGene00006940,wee-1.3,Y53C12A.1,0.85048045,0.227707411,0.003871142,daf-16;daf-18,7,f
WBGene00006945,wars-1,Y80D3A.1,0.421946435,0.138075166,0.028584204,daf-16;daf-18,7,f
WBGene00006948,wrt-2,F52E4.6,3.264562308,0.729654049,2.47E-04,daf-16;daf-18,7,f
WBGene00006956,wrt-10,ZK1290.8,4.354915113,1.256047771,0.009092454,daf-16;daf-18,7,f
WBGene00006965,xtr-1,F54F7.4,-1.019821237,0.206406365,3.36E-05,daf-16;daf-18,7,f
WBGene00006974,zen-4,M03D4.1,0.53087197,0.172875091,0.027533799,daf-16;daf-18,7,f
WBGene00006979,zig-2,F42F12.2,2.525059379,0.578536012,3.87E-04,daf-16;daf-18,7,f
WBGene00006981,zig-4,C09C7.1,0.791707686,0.201791232,0.002089892,daf-16;daf-18,7,f
WBGene00006984,zig-7,F54D7.4,1.094714106,0.207222083,6.91E-06,daf-16;daf-18,7,f
WBGene00006986,zip-1,Y75B8A.35,-0.502327465,0.146239646,0.010016577,daf-16;daf-18,7,f
WBGene00006988,zyg-1,F59E12.2,0.576890283,0.180382965,0.019632468,daf-16;daf-18,7,f
WBGene00007036,sod-5,ZK430.3,-2.866744026,0.556137909,1.27E-05,daf-16;daf-18,7,f
WBGene00007055,tag-196,F41E6.6,0.595437049,0.169883748,0.008159017,daf-16;daf-18,7,f
WBGene00007070,ugt-49,AC3.2,-0.913454685,0.176138466,1.09E-05,daf-16;daf-18,7,f
WBGene00007132,pals-27,B0284.2,-1.204498252,0.475264165,0.092760082,daf-16;daf-18,7,f
WBGene00007141,pitr-4,B0331.2,1.662888554,0.357507739,1.20E-04,daf-16;daf-18,7,f
WBGene00007168,NA,B0393.3,0.617885061,0.244281283,0.093544888,daf-16;daf-18,7,f
WBGene00007174,mboa-1,B0395.2,-0.816004844,0.298077162,0.060524938,daf-16;daf-18,7,f
WBGene00007228,acs-7,C01G6.7,-0.813718578,0.244199683,0.013503016,daf-16;daf-18,7,f
WBGene00007240,NA,C01G10.15,1.172332566,0.284161655,9.98E-04,daf-16;daf-18,7,f
WBGene00007275,NA,C03D6.1,0.872701192,0.277692071,0.022946464,daf-16;daf-18,7,f
WBGene00007317,NA,C05A9.2,0.420844575,0.164051003,0.086956974,daf-16;daf-18,7,f
WBGene00007336,NA,C05C12.4,-0.775212069,0.140042507,2.04E-06,daf-16;daf-18,7,f
WBGene00007340,NA,C05D12.2,-0.877834155,0.166171268,6.91E-06,daf-16;daf-18,7,f
WBGene00007362,cyp-35C1,C06B3.3,-1.407133141,0.423608363,0.013912273,daf-16;daf-18,7,f
WBGene00007363,stdh-1,C06B3.4,-0.90039675,0.16095065,1.53E-06,daf-16;daf-18,7,f
WBGene00007393,fbxa-157,C06H5.2,0.593681639,0.236471605,0.096957415,daf-16;daf-18,7,f
WBGene00007397,NA,C07A4.2,-1.131620052,0.18608633,1.16E-07,daf-16;daf-18,7,f
WBGene00007412,stip-1,C07E3.1,0.460200549,0.169838888,0.06447279,daf-16;daf-18,7,f
WBGene00007419,NA,C07E3.9,0.994630614,0.250403483,0.001766343,daf-16;daf-18,7,f
WBGene00007440,NA,C08E8.4,-1.949374307,0.227288964,3.20E-15,daf-16;daf-18,7,f
WBGene00007450,NA,C08F11.1,0.538621282,0.20487284,0.076721335,daf-16;daf-18,7,f
WBGene00007452,NA,C08F11.3,-3.760437348,0.344323627,1.20E-24,daf-16;daf-18,7,f
WBGene00007453,fbxa-98,C08F11.5,-1.395628472,0.343408872,0.001254325,daf-16;daf-18,7,f
WBGene00007460,NA,C08F11.13,-0.53381395,0.195708121,0.061828578,daf-16;daf-18,7,f
WBGene00007479,NA,C09F9.2,2.549948945,0.953420378,0.06933013,daf-16;daf-18,7,f
WBGene00007482,NA,C09F12.2,0.71314045,0.20657748,0.009510339,daf-16;daf-18,7,f
WBGene00007507,NA,C10C5.3,1.111098421,0.317443866,0.008215391,daf-16;daf-18,7,f
WBGene00007508,NA,C10C5.4,1.716642631,0.256544913,3.04E-09,daf-16;daf-18,7,f
WBGene00007513,wht-2,C10C6.5,-1.128500431,0.273502723,9.97E-04,daf-16;daf-18,7,f
WBGene00007516,gpx-5,C11E4.1,-0.509727807,0.190257996,0.068779572,daf-16;daf-18,7,f
WBGene00007517,gpx-3,C11E4.2,0.639795033,0.207266192,0.026354398,daf-16;daf-18,7,f
WBGene00007549,spin-1,C13C4.5,0.793955255,0.163283821,4.78E-05,daf-16;daf-18,7,f
WBGene00007552,NA,C13C12.2,1.745196527,0.660471708,0.074648127,daf-16;daf-18,7,f
WBGene00007558,NA,C14A4.7,-1.075796981,0.293039225,0.004800242,daf-16;daf-18,7,f
WBGene00007565,clec-48,C14A6.1,0.597939071,0.204794955,0.039822797,daf-16;daf-18,7,f
WBGene00007573,NA,C14B1.2,1.118216321,0.384415274,0.040903569,daf-16;daf-18,7,f
WBGene00007588,NA,C14C10.5,-0.466514216,0.132373547,0.007720968,daf-16;daf-18,7,f
WBGene00007605,hrg-7,C15C8.3,0.780880872,0.203529984,0.002795023,daf-16;daf-18,7,f
WBGene00007615,set-31,C15H11.5,0.853423973,0.26350569,0.017611661,daf-16;daf-18,7,f
WBGene00007619,NA,C15H11.11,-1.442421512,0.416802319,0.009280528,daf-16;daf-18,7,f
WBGene00007624,hrde-1,C16C10.3,0.837305214,0.174494614,6.23E-05,daf-16;daf-18,7,f
WBGene00007625,NA,C16C10.4,0.50798133,0.19720593,0.085190973,daf-16;daf-18,7,f
WBGene00007669,NA,C18D1.2,0.657349817,0.24348003,0.066100181,daf-16;daf-18,7,f
WBGene00007679,NA,C18D11.1,0.660984603,0.229991766,0.044250639,daf-16;daf-18,7,f
WBGene00007681,NA,C18D11.3,0.757123107,0.19601714,0.002546747,daf-16;daf-18,7,f
WBGene00007691,cest-8,C23H4.2,-2.270783014,0.568255716,0.001619572,daf-16;daf-18,7,f
WBGene00007692,cest-9.1,C23H4.3,-1.063823909,0.230355193,1.37E-04,daf-16;daf-18,7,f
WBGene00007695,cest-9.2,C23H4.7,-1.102415867,0.2290112,5.82E-05,daf-16;daf-18,7,f
WBGene00007736,igdb-2,C25G4.10,-0.405469677,0.133421199,0.029661456,daf-16;daf-18,7,f
WBGene00007745,NA,C26D10.4,-0.428664376,0.170095019,0.095210441,daf-16;daf-18,7,f
WBGene00007749,ceh-79,C26E1.3,-0.570802267,0.169304844,0.012018876,daf-16;daf-18,7,f
WBGene00007752,wdfy-3,C26H9A.2,-0.48098168,0.128699829,0.003841922,daf-16;daf-18,7,f
WBGene00007765,NA,C27B7.9,0.914963389,0.272025721,0.012342006,daf-16;daf-18,7,f
WBGene00007819,NA,C30F2.5,-0.566390417,0.18990486,0.034049559,daf-16;daf-18,7,f
WBGene00007841,NA,C31C9.7,0.827395681,0.2134436,0.002434216,daf-16;daf-18,7,f
WBGene00007848,cytb-5.1,C31E10.7,-0.65165117,0.166194472,0.002107183,daf-16;daf-18,7,f
WBGene00007854,NA,C31H5.1,-2.087615761,0.458028134,1.76E-04,daf-16;daf-18,7,f
WBGene00007857,NA,C31H5.6,0.626458589,0.216635513,0.042523492,daf-16;daf-18,7,f
WBGene00007864,irg-6,C32H11.1,1.314096309,0.411961211,0.020064452,daf-16;daf-18,7,f
WBGene00007875,dod-24,C32H11.12,1.251560327,0.248460677,2.19E-05,daf-16;daf-18,7,f
WBGene00007878,NA,C33A11.2,0.538606038,0.173149052,0.0248111,daf-16;daf-18,7,f
WBGene00007886,ethe-1,C33A12.7,-0.90411662,0.202736128,2.62E-04,daf-16;daf-18,7,f
WBGene00007890,NA,C33A12.19,-0.783427507,0.208375032,0.003600406,daf-16;daf-18,7,f
WBGene00007900,NA,C33D9.6,-0.434178915,0.158541798,0.060424717,daf-16;daf-18,7,f
WBGene00007919,cup-16,C34C6.7,0.571446682,0.207934721,0.058959025,daf-16;daf-18,7,f
WBGene00007928,NA,C34C12.9,0.929981776,0.298443062,0.024491443,daf-16;daf-18,7,f
WBGene00007938,NA,C34F6.1,3.206490042,1.150890972,0.054378635,daf-16;daf-18,7,f
WBGene00007947,NA,C35A5.3,-0.994538016,0.2669585,0.004008918,daf-16;daf-18,7,f
WBGene00007949,NA,C35A5.5,2.323698461,0.44666084,1.01E-05,daf-16;daf-18,7,f
WBGene00007959,NA,C35C5.10,0.794213198,0.165310178,6.07E-05,daf-16;daf-18,7,f
WBGene00007963,cyp-25A1,C36A4.1,-2.023592069,0.796585966,0.0917641,daf-16;daf-18,7,f
WBGene00007964,cyp-25A2,C36A4.2,-1.662242599,0.349257744,7.50E-05,daf-16;daf-18,7,f
